,Point,Class1 Parzen,Class1 kNN,Class1 Prior,Class1 Posterior Prob Parzen,Class1 Posterior Prob kNN,Class2 Parzen,Class2 kNN,Class2 Prior,Class2 Posterior Prob Parzen,Class2 Posterior Prob kNN
136,"-9.165421427, -3.4970115",0.007718127487408816,0.0370310480684832,0.5,0.0185155240342416,0.0185155240342416,1.500508108529445e-57,0.00384369332444186,0.5,0.00192184666222093,0.00192184666222093
137,"-9.922933507, 0.825025177",0.0025043309711019236,0.026839523290668417,0.5,0.013419761645334208,0.013419761645334208,9.144312255474723e-69,0.0038484363003788514,0.5,0.0019242181501894257,0.0019242181501894257
138,"-6.792425934, -2.213591578",0.019929757864903815,0.048079133983363165,0.5,0.024039566991681582,0.024039566991681582,7.0965985874137335e-28,0.0051819086302733516,0.5,0.0025909543151366758,0.0025909543151366758
139,"-6.868362494, 1.813047515",0.0024053838725862004,0.02732243280984803,0.5,0.013661216404924015,0.013661216404924015,6.381337745745327e-32,0.005467006760465255,0.5,0.0027335033802326275,0.0027335033802326275
140,"-9.961282993, -0.583948761",0.015072256388287377,0.0473395391520783,0.5,0.02366976957603915,0.02366976957603915,1.1339777240529282e-65,0.0038024799252812276,0.5,0.0019012399626406138,0.0019012399626406138
141,"-8.363474085, -0.443608626",0.027397887536273514,0.059359169845863875,0.5,0.029679584922931938,0.029679584922931938,1.0278462094171638e-44,0.004483255906272483,0.5,0.0022416279531362413,0.0022416279531362413
142,"-6.543327768, -1.959688135",0.012235274118064701,0.04216441416330271,0.5,0.021082207081651354,0.021082207081651354,2.266543871998506e-25,0.005410544222278945,0.5,0.0027052721111394725,0.0027052721111394725
143,"-8.408208602, -1.365014955",0.03758928009842365,0.08535586029170278,0.5,0.04267793014585139,0.04267793014585139,2.115635764028149e-44,0.00441241915686995,0.5,0.002206209578434975,0.002206209578434975
144,"-6.862993416, -1.991375339",0.021049489988410684,0.055444097162111246,0.5,0.027722048581055623,0.027722048581055623,2.8311673869619703e-28,0.00519225686201604,0.5,0.00259612843100802,0.00259612843100802
145,"-8.884557793, -2.777256262",0.020574014897073573,0.04911809961093256,0.5,0.02455904980546628,0.02455904980546628,7.699992404206261e-52,0.004052106788440941,0.5,0.0020260533942204704,0.0020260533942204704
146,"-5.401443055, -1.573507305",0.006303180035434758,0.023559640690476544,0.5,0.011779820345238272,0.011779820345238272,2.4389810339149666e-16,0.0064627723186226615,0.5,0.0032313861593113308,0.0032313861593113308
147,"-8.847063179, 1.555484996",0.0011187074363317887,0.024175249430550213,0.5,0.012087624715275106,0.012087624715275106,2.027485434157801e-54,0.004297497963207956,0.5,0.002148748981603978,0.002148748981603978
148,"-7.515566487, -2.346321754",0.033673126584315025,0.07962383059774823,0.5,0.039811915298874116,0.039811915298874116,3.8841470978549854e-35,0.004739750819531348,0.5,0.002369875409765674,0.002369875409765674
149,"-8.455492258, -3.420610011",0.01543176203673488,0.045160300965384516,0.5,0.022580150482692258,0.022580150482692258,2.867724224761645e-48,0.00411164785961762,0.5,0.00205582392980881,0.00205582392980881
150,"-9.273021064, -1.469612786",0.019442321933912862,0.046653682791866095,0.5,0.023326841395933048,0.023326841395933048,2.224043840549595e-55,0.004025874846468736,0.5,0.002012937423234368,0.002012937423234368
151,"-7.39762076, -2.130649828",0.03550140320330863,0.08865201701925927,0.5,0.04432600850962964,0.04432600850962964,1.2580005854864588e-33,0.00484526962627833,0.5,0.002422634813139165,0.002422634813139165
152,"-6.770713053, -1.412216314",0.017641262534576506,0.048493171187328044,0.5,0.024246585593664022,0.024246585593664022,3.659340257262626e-27,0.0053635284387961,0.5,0.00268176421939805,0.00268176421939805
153,"-8.325260089, -2.085532115",0.036091064801888784,0.06790025315142807,0.5,0.033950126575714036,0.033950126575714036,8.85359425687298e-44,0.004380144496247946,0.5,0.002190072248123973,0.002190072248123973
154,"-9.274461065, -1.866530621",0.017260830154300525,0.04545760769080855,0.5,0.022728803845404277,0.022728803845404277,1.4657298113956128e-55,0.0040003991682101515,0.5,0.0020001995841050758,0.0020001995841050758
155,"-8.201227159, 1.840573551",0.004061837531958873,0.022889411882409734,0.5,0.011444705941204867,0.011444705941204867,1.2833454255603809e-46,0.004625626707778281,0.5,0.0023128133538891406,0.0023128133538891406
156,"-7.517373944, -0.568401043",0.03090468670312556,0.0689648731865152,0.5,0.0344824365932576,0.0344824365932576,4.2967868521543907e-35,0.004927017487476744,0.5,0.002463508743738372,0.002463508743738372
157,"-8.283748682, 0.562931129",0.01371361921379042,0.045565414373707085,0.5,0.022782707186853542,0.022782707186853542,2.8703476673075306e-46,0.00456595796142639,0.5,0.002282978980713195,0.002282978980713195
158,"-8.303278541, -1.153909201",0.03700946234180257,0.07850859405768226,0.5,0.03925429702884113,0.03925429702884113,3.2041066894104865e-43,0.0044710127116854735,0.5,0.0022355063558427367,0.0022355063558427367
159,"-8.473525938, 0.910805631",0.007173233003352155,0.03624916581177784,0.5,0.01812458290588892,0.01812458290588892,4.091873345670901e-49,0.004473237704820034,0.5,0.002236618852410017,0.002236618852410017
160,"-7.971951136, -2.889818282",0.024043475808471215,0.05604243825233331,0.5,0.028021219126166654,0.028021219126166654,3.7620669010576305e-41,0.004410364627442246,0.5,0.002205182313721123,0.002205182313721123
161,"-8.872684749, -2.09146673",0.02573359178912457,0.06122406026931402,0.5,0.03061203013465701,0.03061203013465701,1.6522613194757447e-50,0.004139835661842679,0.5,0.0020699178309213397,0.0020699178309213397
162,"-7.603768588, -4.52337994",0.013210610240870486,0.03854589048277848,0.5,0.01927294524138924,0.01927294524138924,2.2823968486359823e-42,0.00428671823731231,0.5,0.002143359118656155,0.002143359118656155
163,"-9.17414648, -1.335800664",0.02196255563741378,0.05352589242101361,0.5,0.026762946210506806,0.026762946210506806,4.5849598086567537e-54,0.004070399997842433,0.5,0.0020351999989212167,0.0020351999989212167
164,"-8.408654114, 0.7070848",0.010182928181442076,0.03875001151436649,0.5,0.019375005757183244,0.019375005757183244,4.3855676731770055e-48,0.004499501926416921,0.5,0.0022497509632084605,0.0022497509632084605
165,"-9.42445925, -3.202832646",0.008473156386153213,0.03153907846632298,0.5,0.01576953923316149,0.01576953923316149,4.0139729345193197e-60,0.003798768767367164,0.5,0.001899384383683582,0.001899384383683582
166,"-7.069469003, -4.35017104",0.015065329187560676,0.046233158236933684,0.5,0.023116579118466842,0.023116579118466842,4.201546638322575e-36,0.004558819282231757,0.5,0.0022794096411158783,0.0022794096411158783
167,"-6.885780165, -0.952931383",0.022233415876239428,0.04876469716006368,0.5,0.02438234858003184,0.02438234858003184,2.0125434412611315e-28,0.005318413481852436,0.5,0.002659206740926218,0.002659206740926218
168,"-6.228380096, -5.306740933",0.015050836139354417,0.0402348441507842,0.5,0.0201174220753921,0.0201174220753921,9.201090811687476e-33,0.004652439446250802,0.5,0.002326219723125401,0.002326219723125401
169,"-8.461555478, -0.596382917",0.02834710340872755,0.06560350225607664,0.5,0.03280175112803832,0.03280175112803832,1.2070521273252398e-45,0.0044210077396461545,0.5,0.0022105038698230772,0.0022105038698230772
170,"-8.157348183, -2.721695801",0.02734414761263758,0.06549384219828888,0.5,0.03274692109914444,0.03274692109914444,7.10830440550361e-43,0.004359806215850644,0.5,0.002179903107925322,0.002179903107925322
171,"-8.584855708, -2.744401583",0.024779013678716853,0.05495374581163503,0.5,0.027476872905817514,0.027476872905817514,5.189098109329084e-48,0.004175339334201542,0.5,0.002087669667100771,0.002087669667100771
172,"-8.14966686, -1.625265838",0.041597172981339164,0.07978781791307749,0.5,0.03989390895653874,0.03989390895653874,2.1301649847360461e-41,0.004520421774027395,0.5,0.0022602108870136976,0.0022602108870136976
173,"-7.745675594, -1.372993909",0.040381263757540635,0.06607698355036913,0.5,0.033038491775184566,0.033038491775184566,7.247652706068421e-37,0.004758706539424601,0.5,0.0023793532697123005,0.0023793532697123005
174,"-8.182812638, -1.77705679",0.04087852674163111,0.07730850070446177,0.5,0.038654250352230884,0.038654250352230884,7.517956132549021e-42,0.004486247617321866,0.5,0.002243123808660933,0.002243123808660933
175,"-6.749700792, -2.816447673",0.01869839438324559,0.049070662520114966,0.5,0.024535331260057483,0.024535331260057483,1.522692494912758e-28,0.005050037826062432,0.5,0.002525018913031216,0.002525018913031216
176,"-5.584898776, -3.598194356",0.002310404881808446,0.029203519903860765,0.5,0.014601759951930382,0.014601759951930382,8.390302660602927e-21,0.005625469882445689,0.5,0.0028127349412228443,0.0028127349412228443
177,"-6.602812157, 1.139505836",0.009797783215694246,0.037340416454317335,0.5,0.018670208227158668,0.018670208227158668,1.1458518699513576e-28,0.0056658020685741535,0.5,0.0028329010342870767,0.0028329010342870767
178,"-7.841083227, -3.534205902",0.01434407598755967,0.04194734544899867,0.5,0.020973672724499334,0.020973672724499334,1.7513282328689693e-41,0.004357027557264158,0.5,0.002178513778632079,0.002178513778632079
179,"-5.501457083, -3.113111541",0.0020732763794096935,0.02560016142791699,0.5,0.012800080713958495,0.012800080713958495,4.783600474273703e-19,0.005818824130944451,0.5,0.0029094120654722254,0.0029094120654722254
180,"-7.490472542, -1.628087844",0.03856641092567323,0.08693929534149564,0.5,0.04346964767074782,0.04346964767074782,3.3857156906419257e-34,0.004873121510867571,0.5,0.0024365607554337853,0.0024365607554337853
181,"-7.472256574, -0.890423551",0.03310899393719602,0.061887015132693214,0.5,0.030943507566346607,0.030943507566346607,3.119731913140552e-34,0.004935190154173062,0.5,0.002467595077086531,0.002467595077086531
182,"-6.193518022, -1.507011055",0.00862863666752337,0.03466236810923769,0.5,0.017331184054618844,0.017331184054618844,3.34896645631743e-22,0.0057775767324749535,0.5,0.0028887883662374767,0.0028887883662374767
183,"-6.215818874, -0.767134944",0.012405249850513231,0.03857569535616243,0.5,0.019287847678081217,0.019287847678081217,9.136369565433095e-23,0.005842701613632379,0.5,0.0029213508068161895,0.0029213508068161895
184,"-9.28241602, -2.183619333",0.015545994604095998,0.052009488508819916,0.5,0.026004744254409958,0.026004744254409958,5.418694602190851e-56,0.0039674901989623056,0.5,0.0019837450994811528,0.0019837450994811528
185,"-9.889370328, -0.855026532",0.014157119058347416,0.04578525887306448,0.5,0.02289262943653224,0.02289262943653224,2.748706855506942e-64,0.0038100778681319745,0.5,0.0019050389340659873,0.0019050389340659873
186,"-6.770257585, -4.646633013",0.014366156631148338,0.05262481553893798,0.5,0.02631240776946899,0.02631240776946899,2.0740318077646117e-34,0.004628658543706368,0.5,0.002314329271853184,0.002314329271853184
187,"-9.1001975, -0.77710418",0.023171368793741532,0.05444841453984308,0.5,0.02722420726992154,0.02722420726992154,1.875130612845642e-53,0.004119595801909225,0.5,0.0020597979009546125,0.0020597979009546125
188,"-7.099564903, -2.893081426",0.020508745993077487,0.04847919145297579,0.5,0.024239595726487893,0.024239595726487893,5.129679098643462e-32,0.004832112392488343,0.5,0.0024160561962441717,0.0024160561962441717
189,"-6.13254183, -0.104159319",0.014285553767196455,0.048396369004339586,0.5,0.024198184502169793,0.024198184502169793,3.077688850896497e-23,0.005999391197418765,0.5,0.0029996955987093826,0.0029996955987093826
190,"-6.521993147, -1.256805567",0.01366815388099149,0.041082113448200376,0.5,0.020541056724100188,0.020541056724100188,5.579213545087951e-25,0.005571119568294558,0.5,0.002785559784147279,0.002785559784147279
191,"-6.658130562, -3.106596118",0.016941210551223104,0.05784785606835936,0.5,0.02892392803417968,0.02892392803417968,2.225364264102706e-28,0.00504496163764168,0.5,0.00252248081882084,0.00252248081882084
192,"-7.29032779, -0.838487473",0.030187962203234237,0.05989343072124197,0.5,0.029946715360620987,0.029946715360620987,1.9574101176189008e-32,0.005049326935506209,0.5,0.0025246634677531044,0.0025246634677531044
193,"-7.545128596, -1.158504798",0.036131584490096916,0.07669244228408893,0.5,0.038346221142044466,0.038346221142044466,8.468112607992594e-35,0.004884049117500161,0.5,0.0024420245587500806,0.0024420245587500806
194,"-7.461620027, -1.80185156",0.038441001859986036,0.07595562438677403,0.5,0.037977812193387014,0.037977812193387014,5.541226877249267e-34,0.004863706456138438,0.5,0.002431853228069219,0.002431853228069219
195,"-6.66399341, -1.968087086",0.015188951585308906,0.04732261825569101,0.5,0.023661309127845503,0.023661309127845503,1.921615341132395e-26,0.005327363090345582,0.5,0.002663681545172791,0.002663681545172791
196,"-7.954774907, -3.968726899",0.011724047196062203,0.03909687090461612,0.5,0.01954843545230806,0.01954843545230806,3.4587092323720134e-44,0.00422944103868717,0.5,0.002114720519343585,0.002114720519343585
197,"-6.629710424, -3.430586302",0.016515222366637404,0.04386051664596843,0.5,0.021930258322984213,0.021930258322984213,5.994204953650681e-29,0.0049725196970349245,0.5,0.0024862598485174622,0.0024862598485174622
198,"-8.377789843, -0.755144709",0.03126046509608422,0.058386820863513246,0.5,0.029193410431756623,0.029193410431756623,1.9628709985077226e-44,0.00444497227005178,0.5,0.00222248613502589,0.00222248613502589
199,"-7.014944126, -2.660053259",0.022708834423136072,0.05000220022156183,0.5,0.025001100110780914,0.025001100110780914,1.0674998394431593e-30,0.004936659463092413,0.5,0.0024683297315462064,0.0024683297315462064
200,"-6.283652833, -2.255034547",0.008769455194011181,0.037969980438785855,0.5,0.018984990219392928,0.018984990219392928,1.698315159763144e-23,0.005502776426135401,0.5,0.0027513882130677006,0.0027513882130677006
201,"-8.424698216, 1.874469196",0.0024793926694041397,0.022223470787053952,0.5,0.011111735393526976,0.011111735393526976,1.9587793711052817e-49,0.004508629357461292,0.5,0.002254314678730646,0.002254314678730646
202,"-6.8690639, -1.264774556",0.02072398838079264,0.052368377551108715,0.5,0.026184188775554357,0.026184188775554357,4.315626651254426e-28,0.005316973965206449,0.5,0.0026584869826032243,0.0026584869826032243
203,"-8.14115697, -3.162150811",0.020022193251812755,0.048264487701411944,0.5,0.024132243850705972,0.024132243850705972,8.735976751199675e-44,0.0042846773226257575,0.5,0.0021423386613128787,0.0021423386613128787
204,"-8.424554228, -1.019612876",0.03394592338574944,0.06663929824197769,0.5,0.033319649120988844,0.033319649120988844,9.670100367038894e-45,0.004414403018405168,0.5,0.002207201509202584,0.002207201509202584
205,"-8.910638351, 0.920308212",0.0035183964002150243,0.0317425013231369,0.5,0.01587125066156845,0.01587125066156845,9.22212560934479e-55,0.004265624735165481,0.5,0.0021328123675827407,0.0021328123675827407
206,"-9.131711507, -2.252835022",0.01869370261552048,0.05441347881786276,0.5,0.02720673940893138,0.02720673940893138,4.463900287747709e-54,0.004018449060260435,0.5,0.0020092245301302175,0.0020092245301302175
207,"-8.805449888, -2.742802333",0.02209826119050319,0.051783526404073785,0.5,0.025891763202036892,0.025891763202036892,9.342889098860274e-51,0.004087800912369461,0.5,0.0020439004561847306,0.0020439004561847306
208,"-8.277972498, -0.839690404",0.03341730297842165,0.06413141646137381,0.5,0.032065708230686905,0.032065708230686905,3.670753606537868e-43,0.004489696842711772,0.5,0.002244848421355886,0.002244848421355886
209,"-8.922883673, -0.792371798",0.025035896959929797,0.06004105190612751,0.5,0.030020525953063756,0.030020525953063756,3.929380291768469e-51,0.004193145300424896,0.5,0.002096572650212448,0.002096572650212448
210,"-7.890393482, -3.296176653",0.017197034714224756,0.042037931462210916,0.5,0.021018965731105458,0.021018965731105458,2.5443646630759345e-41,0.004370673535624177,0.5,0.0021853367678120886,0.0021853367678120886
211,"-8.801894083, -2.835424208",0.02110608643186005,0.05009638285323614,0.5,0.02504819142661807,0.02504819142661807,6.33507117873093e-51,0.004075250461558513,0.5,0.0020376252307792563,0.0020376252307792563
212,"-7.790774632, -2.924692835",0.022521419336836226,0.05257032739327753,0.5,0.026285163696638764,0.026285163696638764,3.137630565039742e-39,0.0044852035097753245,0.5,0.0022426017548876622,0.0022426017548876622
213,"-6.267609196, -2.553155201",0.010073143912467906,0.034820740333353556,0.5,0.017410370166676778,0.017410370166676778,7.884377256198988e-24,0.00541789200467662,0.5,0.00270894600233831,0.00270894600233831
214,"-9.971591038, -0.789879776",0.013964664177162743,0.042893128522738605,0.5,0.021446564261369302,0.021446564261369302,1.4804213119774067e-65,0.00378551461963079,0.5,0.001892757309815395,0.001892757309815395
215,"-6.467236879, -3.953505958",0.013304831439526736,0.043452174741191264,0.5,0.021726087370595632,0.021726087370595632,5.105249852101146e-29,0.004962642882164017,0.5,0.0024813214410820085,0.0024813214410820085
216,"-8.479445215, -1.192124024",0.03502043741317512,0.07245772268224776,0.5,0.03622886134112388,0.03622886134112388,2.6518423106675413e-45,0.004383763753074274,0.5,0.002191881876537137,0.002191881876537137
217,"-7.881492361, -1.719010323",0.042719860073044576,0.08594077822230412,0.5,0.04297038911115206,0.04297038911115206,2.0457272350405243e-38,0.004645925104734867,0.5,0.0023229625523674335,0.0023229625523674335
218,"-6.668109669, -2.385886091",0.01751870437290049,0.0406298391412506,0.5,0.0203149195706253,0.0203149195706253,5.3427731669501356e-27,0.00521286738177705,0.5,0.002606433690888525,0.002606433690888525
219,"-6.595791068, -1.732499117",0.012854888667208476,0.042855969657679106,0.5,0.021427984828839553,0.021427984828839553,1.1334678924640305e-25,0.005425758170753626,0.5,0.002712879085376813,0.002712879085376813
220,"-7.354490624, -4.305224392",0.01436053818689791,0.04420213253648208,0.5,0.02210106626824104,0.02210106626824104,7.706746810352523e-39,0.004437929442903357,0.5,0.0022189647214516787,0.0022189647214516787
221,"-10.3848353, 1.478303791",0.00016903100709959664,0.018646898355553033,0.5,0.009323449177776517,0.009323449177776517,8.595892413850232e-77,0.0036941042453679214,0.5,0.0018470521226839607,0.0018470521226839607
222,"-8.132136773, -0.213516096",0.02650797353102828,0.07103941920063073,0.5,0.03551970960031536,0.03551970960031536,1.8614300556490345e-42,0.004622084308474711,0.5,0.0023110421542373557,0.0023110421542373557
223,"-7.306011051, 0.69801876",0.01611175666848311,0.04845330345770638,0.5,0.02422665172885319,0.02422665172885319,1.491885916405909e-35,0.005136234580418454,0.5,0.002568117290209227,0.002568117290209227
224,"-8.95088436, -1.103995309",0.025951532755018908,0.06125876991536758,0.5,0.03062938495768379,0.03062938495768379,3.136822523469271e-51,0.004170689817155083,0.5,0.0020853449085775416,0.0020853449085775416
225,"-7.674963086, -2.358632667",0.03447483902174746,0.07284090043158051,0.5,0.036420450215790254,0.036420450215790254,7.750069810841443e-37,0.004655392446267731,0.5,0.0023276962231338653,0.0023276962231338653
226,"-5.654721786, -1.218135826",0.0087563368025839,0.026070377731024892,0.5,0.013035188865512446,0.013035188865512446,3.9823479732799866e-18,0.006321058495424717,0.5,0.0031605292477123585,0.0031605292477123585
227,"-8.236827098, -3.82135908",0.011984929585619938,0.03776242339052008,0.5,0.01888121169526004,0.01888121169526004,5.804805942858426e-47,0.0041402918904316025,0.5,0.0020701459452158013,0.0020701459452158013
228,"-7.563607855, -2.008090326",0.0393107335439855,0.09333518650931041,0.5,0.04666759325465521,0.04666759325465521,3.285982429358895e-35,0.004774130779402661,0.5,0.0023870653897013305,0.0023870653897013305
229,"-9.284452584, -2.065496801",0.01595351800508722,0.0479035370658559,0.5,0.02395176853292795,0.02395176853292795,7.044577418861717e-56,0.003978196761106262,0.5,0.001989098380553131,0.001989098380553131
230,"-9.297563572, 2.139261887",4.458963414321464e-05,0.01768435429958623,0.5,0.008842177149793115,0.008842177149793115,1.4643521532733071e-61,0.004100195467421008,0.5,0.002050097733710504,0.002050097733710504
231,"-6.370072266, -0.439725905",0.015015094681049779,0.04304550267059886,0.5,0.02152275133529943,0.02152275133529943,1.6331017701607852e-24,0.005737260531248544,0.5,0.002868630265624272,0.002868630265624272
232,"-9.248632704, -1.812591971",0.018211701546473457,0.04600945610474144,0.5,0.02300472805237072,0.02300472805237072,3.555625930225518e-55,0.0040152827005535035,0.5,0.0020076413502767517,0.0020076413502767517
233,"-7.568360433, -2.873610483",0.02233229425717069,0.055669171699802504,0.5,0.027834585849901252,0.027834585849901252,1.009433462689896e-36,0.004600541965212619,0.5,0.0023002709826063093,0.0023002709826063093
234,"-9.104494476, -2.972848618",0.015182473590810295,0.04100183495160775,0.5,0.020500917475803876,0.020500917475803876,3.565800177846061e-55,0.003941954062141988,0.5,0.001970977031070994,0.001970977031070994
235,"-8.774897756, -0.505111783",0.024656569722643223,0.05974827161764778,0.5,0.02987413580882389,0.02987413580882389,1.2140711628090793e-49,0.004283664602964339,0.5,0.0021418323014821693,0.0021418323014821693
236,"-8.440328459, -2.635664409",0.027472657616847702,0.05695339708085097,0.5,0.028476698540425484,0.028476698540425484,5.037320993176556e-46,0.004252627036144696,0.5,0.002126313518072348,0.002126313518072348
237,"-7.219337617, -3.493436376",0.016365227330727903,0.04862090653503302,0.5,0.02431045326751651,0.02431045326751651,9.017349131423165e-35,0.004649473253170763,0.5,0.0023247366265853817,0.0023247366265853817
238,"-9.971140664, -2.280475499",0.0046541556877160335,0.03147546151645972,0.5,0.01573773075822986,0.01573773075822986,8.188974524115578e-66,0.0037129358613123917,0.5,0.0018564679306561959,0.0018564679306561959
239,"-6.300467301, 0.684088463",0.018209403738092253,0.05608614103553998,0.5,0.02804307051776999,0.02804307051776999,7.518306973276099e-26,0.005897368394559083,0.5,0.0029486841972795417,0.0029486841972795417
240,"-6.11689019, -1.933554532",0.005926683791920552,0.036239209227702185,0.5,0.018119604613851092,0.018119604613851092,8.643175201493256e-22,0.0057241928249258485,0.5,0.0028620964124629242,0.0028620964124629242
241,"-9.203396481, 0.770929539",0.004136216836288201,0.030067357933073306,0.5,0.015033678966536653,0.015033678966536653,1.8774202420312908e-58,0.004131878059904605,0.5,0.0020659390299523025,0.0020659390299523025
242,"-9.682354087, -1.507629856",0.01094241414141991,0.038372741139249794,0.5,0.019186370569624897,0.019186370569624897,4.930309232839974e-61,0.003865929403964704,0.5,0.001932964701982352,0.001932964701982352
243,"-10.53337681, 1.513735781",0.0001353728452563079,0.017809672560804457,0.5,0.008904836280402229,0.008904836280402229,3.22190632408654e-79,0.003644217878048738,0.5,0.001822108939024369,0.001822108939024369
244,"-6.366750622, -2.04942315",0.009182638805378585,0.04160407280022194,0.5,0.02080203640011097,0.02080203640011097,6.0451059931129545e-24,0.005507296328913374,0.5,0.002753648164456687,0.002753648164456687
245,"-7.763553877, -1.74925376",0.04237331517341424,0.07939123993618122,0.5,0.03969561996809061,0.03969561996809061,3.83954066645455e-37,0.0047043759486493164,0.5,0.0023521879743246582,0.0023521879743246582
246,"-9.034705784, -4.122730031",0.00551442521129418,0.029517979000908873,0.5,0.014758989500454437,0.014758989500454437,4.4233190100519795e-58,0.0038054816995239816,0.5,0.0019027408497619908,0.0019027408497619908
247,"-6.401906078, -0.337166948",0.01601426310426932,0.0451171359634472,0.5,0.0225585679817236,0.0225585679817236,5.736828264602086e-25,0.005731076618022719,0.5,0.0028655383090113594,0.0028655383090113594
248,"-7.204861125, 0.203236472",0.022751182147241734,0.057821729418771284,0.5,0.028910864709385642,0.028910864709385642,1.3835749859750754e-33,0.005207864759510046,0.5,0.002603932379755023,0.002603932379755023
249,"-6.845764298, -1.987280278",0.02049968390509999,0.05416581697164351,0.5,0.027082908485821754,0.027082908485821754,4.123464845989027e-28,0.005204185083802589,0.5,0.0026020925419012945,0.0026020925419012945
250,"8.635541778, 7.525087534",6.909089530569434e-224,0.00239320237925035,0.5,0.001196601189625175,0.001196601189625175,0.019085737028670977,0.04749563437104743,0.5,0.023747817185523715,0.023747817185523715
251,"8.046455912, 8.214782526",1.0769342109559044e-218,0.002419444395481213,0.5,0.0012097221977406065,0.0012097221977406065,0.04095048658831219,0.06700023893421997,0.5,0.033500119467109984,0.033500119467109984
252,"4.528859085, 5.197995475",1.2272060953604457e-112,0.003323597023653762,0.5,0.001661798511826881,0.001661798511826881,0.004011051954970187,0.028129367247811007,0.5,0.014064683623905503,0.014064683623905503
253,"4.815449296, 7.136037689",6.717718909296447e-137,0.0030313646873223778,0.5,0.0015156823436611889,0.0015156823436611889,0.015492544726685124,0.044385014871317165,0.5,0.022192507435658582,0.022192507435658582
254,"5.484237115, 7.458284024",2.517893215944446e-153,0.0028706153590951234,0.5,0.0014353076795475617,0.0014353076795475617,0.02377901073952701,0.04993493460328819,0.5,0.024967467301644095,0.024967467301644095
255,"9.109553977, 8.519773146",3.3562391059786706e-249,0.002271037651772279,0.5,0.0011355188258861395,0.0011355188258861395,0.01637802345795715,0.04723880955206755,0.5,0.023619404776033776,0.023619404776033776
256,"6.417333076, 9.165357178",1.9042853474378505e-194,0.002546821978718225,0.5,0.0012734109893591124,0.0012734109893591124,0.006408563649493722,0.03152153344415227,0.5,0.015760766722076134,0.015760766722076134
257,"8.591740011, 8.259714826",1.451419979249672e-232,0.0023482722826285774,0.5,0.0011741361413142887,0.0011741361413142887,0.030832010503213318,0.07123944936778134,0.5,0.03561972468389067,0.03561972468389067
258,"7.422280145, 7.638983442",1.0198321933986188e-196,0.0025442929591295875,0.5,0.0012721464795647937,0.0012721464795647937,0.053940338033908596,0.09844780469350693,0.5,0.049223902346753466,0.049223902346753466
259,"7.537989444, 7.878098484",2.2084310933967513e-202,0.0025117643830626832,0.5,0.0012558821915313416,0.0012558821915313416,0.04765997197254944,0.0807893014759022,0.5,0.0403946507379511,0.0403946507379511
260,"6.489713081, 7.730259455",3.0721146534063176e-177,0.002677655587234416,0.5,0.001338827793617208,0.001338827793617208,0.04773816110813851,0.07764268694662824,0.5,0.03882134347331412,0.03882134347331412
261,"6.447149005, 5.737132427",3.420502643760016e-154,0.0028746349380735664,0.5,0.0014373174690367832,0.0014373174690367832,0.007296113574662929,0.035619018510151736,0.5,0.017809509255075868,0.017809509255075868
262,"7.165675476, 7.953789229",7.450711053598001e-195,0.0025581580162030854,0.5,0.0012790790081015427,0.0012790790081015427,0.04616469472144763,0.07753033264706807,0.5,0.03876516632353404,0.03876516632353404
263,"6.932977708, 7.154143815",6.322812190737314e-180,0.002651519357606284,0.5,0.001325759678803142,0.001325759678803142,0.065951451430161,0.11489639125646403,0.5,0.057448195628232016,0.057448195628232016
264,"5.344009726, 8.135986821",1.197740551794699e-158,0.0028126052570171703,0.5,0.0014063026285085851,0.0014063026285085851,0.010434026202449353,0.03641303182340043,0.5,0.018206515911700215,0.018206515911700215
265,"8.532940153, 8.448232035",1.0983042786614537e-233,0.0023430810240360734,0.5,0.0011715405120180367,0.0011715405120180367,0.03453423855941705,0.07722959340617506,0.5,0.03861479670308753,0.03861479670308753
266,"7.468411622, 7.383080736",1.4033460299641165e-194,0.002554696959126084,0.5,0.001277348479563042,0.001277348479563042,0.0561813836049043,0.11736742876695672,0.5,0.05868371438347836,0.05868371438347836
267,"5.642673871, 5.804581592",9.613735590068394e-139,0.003007488083336821,0.5,0.0015037440416684105,0.0015037440416684105,0.012535178576437184,0.04021518905266065,0.5,0.020107594526330326,0.020107594526330326
268,"7.363470672, 8.377316196",8.872663877316402e-205,0.0024970097602584752,0.5,0.0012485048801292376,0.0012485048801292376,0.03870271943398706,0.06904617474943468,0.5,0.03452308737471734,0.03452308737471734
269,"8.07681043, 6.906068825",7.654264985035235e-203,0.00251358143376464,0.5,0.00125679071688232,0.00125679071688232,0.0321093157864865,0.0667040075780822,0.5,0.0333520037890411,0.0333520037890411
270,"7.371271979, 8.693541722",3.719594464901069e-209,0.0024709087730867573,0.5,0.0012354543865433787,0.0012354543865433787,0.0340257408196162,0.07366817304550835,0.5,0.036834086522754175,0.036834086522754175
271,"8.105902926, 7.903085846",5.258206856063101e-216,0.0024312991447993926,0.5,0.0012156495723996963,0.0012156495723996963,0.037392451029332696,0.06933589720258583,0.5,0.034667948601292915,0.034667948601292915
272,"7.365922579, 7.743762253",9.432434971486767e-197,0.0025461920903691116,0.5,0.0012730960451845558,0.0012730960451845558,0.05227247383073791,0.08293617194150821,0.5,0.041468085970754104,0.041468085970754104
